primary_access_id_project;access_id_project;access_name_project;regional_project;provinsi_project;area_project;pic_project;hpplan_project;status_po;number_po;tanggal_po;tahun_po;nilai_awal_po;hp_po;po_estimasi;eks_kompetitor;tgl_canvasing;surat_ijin_bak;bak_bak;status_bak;tanggal_bak;hp_bak;report_cbn;kmz_cbn;status_cbn;tgl_submite_cbn;tgl_approve_cbn;spk_nomor;spk_tanggal;spk_target_rfs;spk_hp;report_hld;apd_hld;boq_hld;status_hld;tgl_submit_hld;tgl_approve_hld;hp_hld;apd_lld;boq_lld;report_lld;autocad_lld;schematic_lld;maincore_lld;penambang_jalan_lld;bid_lld;status_lld;tgl_submite_lld;tgl_approve_lld;hp_lld;tgl_kom;tgl_pks;tiang_implementasi;kabel_implementasi;dpfo_implementasi;cortiang_implementasi;atp_implementasi;status_implementasi;tanggal_rfs;hp_rfs;tanggal_atp;hp_atp;tanggal_bast;main_status;remarks_status;submit_invoice_bast;nilai_invoice_bast;plan_invoice_bast;keterangan_bast;submit_invoice_retensi;nilai_invoice_retensi;plan_invoice_retensi;keterangan_retensi;total_invoice;total_sisa_invoice
34;;Dr Susilo;Regional 2;DKI Jakarta;Jakarta;Nasrul;168;Belum Terbit PO;;;;;;168000000;;27/12/2024;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;B. Canvasing Done;"08/01/25 : Menunggu pergantian RW diakhir Januari 2025
07/1/25 : RW masih belum bisa ditemui karena pak RW tiba2 sakit. 
06/1/25 : Koordinasi ulang hari ini jam 17.00  
27/12/24 : Sedang pergantian RW baru. Sudah dikoordinasikan dengan mba Alfina, alangkah baiknya menunggu RW baru saja agar tidak mengganggu secara dokumen.
26/12/24 : Plan canvasing 27 Des 2024
9/12/24 : Target Canvasing W51
Plan Canvasing: W51 
";;;;;;;;;0;0
35;;Gandaria Selatan RW 02;Regional 2;DKI Jakarta;Jakarta;Nasrul;845;Tidak Terbit PO;;;;;;845000000;;20/11/2024;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;Y. DROP;"15/01/25 : Menunggu hasil keputusan
26/12/24 : Beberapa RT Tidak Mengizinkan Tambah Tiang.terutama RT 01 atau Rt 02 dan Free Wifi Belum Terpasang
18/12/24 : Progress checking reroute kabel
9/12/24 : Proses akuisisi dilanjutkan dg nominal 43jt, Free WiFi satu titik only 1 tahun (20Mbps)
3/12/24 : Pihak RW menyetujui namun menunggu Free WiFi
20/11/24 : Pihak RW menunggu realisasi Free WiFi dari Provider sebelah // Issue high donasi (43jt dg jml HP (+-) 500 = 82rb/HP)";;;;;;;;;0;0
36;;Jl Asia Baru;Regional 2;DKI Jakarta;Jakarta;Nasrul;550;Tidak Terbit PO;;;;;;550000000;;24/12/2024;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;Y. DROP;"16/01/25 : Tidak memungkinkan tanam tiang, karena berada di pinggir kali dan beberapa warga menolak
08/01/25 : Plan submite HLD W3 Jan (13 Jan 2025)
02/01/25 : RW minta tagging dulu area mana saja yg akan ditanam tiang
26/12/24 :  meminta sosialisasi terlebih dahulu pak di hari Sabtu
24/12/24 : RT tidak ada di rumah. Surat izin survey dan proposal diberikan kepada anggota keluarga.";;;;;;;;;0;0
37;;Jl Tanjung Duren Selatan;Regional 2;DKI Jakarta;Jakarta;Nasrul;550;Tidak Terbit PO;;;;;;550,000,000;;24/12/2024;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;Y. DROP;"15/01/25 : sulit tanam tiang
24/12/24 : RW sedang tidak ada dirumah
9/12/24 : Target Canvasing W50";;;;;;;;;0;0
38;;KOMPLEK DPR 1 DAN 2 RW 02;Regional 2;DKI Jakarta;Jakarta;Nasrul;900;Tidak Terbit PO;;;;;;900,000,000;Indihome, Biznet, fm,my rep;12/12/2024;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;Y. DROP;"15/01/25 : Sulit mendapat izin RW
12/12/24 : Surat izin survey sudah diberikan kpd pak RW. // Sedikit sulit untuk mendapatkan izin dari warga karena tidak memungkinkan untuk penambahan tiang baru.
9/12/24 : Target Canvasing W50
4/12/24 : RW tidak ada di rumah
20/11/24 : RW sedang koordinasi dengan RT setempat";;;;;;;;;0;0
39;;Kompleks Green Garden;Regional 2;DKI Jakarta;Jakarta;Nasrul;650;Belum Terbit PO;;;;;;650,000,000;Indihome, Biznet, FM, MyRepublic;18/12/2024;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;B. Canvasing Done;"18/01/25 : Semua RW menolak yang mengizinkan hanya warga
16/01/25 : Proposal dititipkan melalui staff sekretariat. Selanjutnya akan koordinasi melalui whatsapp. 
08/01/25 : Plan revisit W3 Jan 
18/12/24 : sedang menunggu jadwal pertemuan dgn RW nya
9/12/24 : Target Canvasing W50";;;;;;;;;0;0
40;;Kompleks Green Garden RW 03;Regional 2;DKI Jakarta;Jakarta;Nasrul;650;Tidak Terbit PO;;;;;;650,000,000;Indihome, Biznet, FM, MyRepublic;18/12/2024;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;Y. DROP;"16/01/25 : Sedikit sulit untuk menambahkan tiang baru diwilayah karena kabel sudah semrawut serta tiang sudah terlalu banyak.
- RW 04 : Setuju jika diundang untuk sosialisasi.
- RW 10 : Staff RW akan membantu untuk menyampaikan & jika perizinan jalur depan komplek menyetujui RW 10 akan mempertimbangkan.
16/01/25 : Proposal dititipkan melalui staff sekretariat. Selanjutnya akan koordinasi melalui whatsapp. 
18/12/24 : sedang menunggu jadwal pertemuan dgn RW nya
9/12/24 : Target Canvasing W50";;;;;;;;;0;0
41;;Kompleks Green Garden RW 04 & RW 10;Regional 2;DKI Jakarta;Jakarta;Nasrul;650;Belum Terbit PO;;;;;;650,000,000;Indihome, Biznet, FM, MyRepublic;18/12/2024;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;B. Canvasing Done;"16/01/25 : Sulit untuk bertemu dengan RW karena RW sangat sibuk. Akan dibuatkan undangan sosialisasi dan koordinasi dengan security.
18/12/24 : sedang menunggu jadwal pertemuan dgn RW nya
9/12/24 : Target Canvasing W50";;;;;;;;;0;0
42;;Kramat Pela RW 02;Regional 2;DKI Jakarta;Jakarta;Nasrul;90;Tidak Terbit PO;;;;;;90,000,000;;15/11/2024;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;Y. DROP;"20/01/25 : Drop by CBN
15/01/25 : Sosialisasi tanggal 20 Jan 2025 dengan Pak Andhi
02/01/25 : Menunggu hasil dari RW dan RT
16/12/24 : RW mengizinkan survey dan SnD dan akan mengkordinasikan terlebih dahulu dengan RT dan warga.
9/12/24 : Target pertemuan bersama Alfina dan Pengurus W50
15/11/24: RW mau langsung deal-dealan (kesepakatan) saja dengan FS (Ingin bertemu dengan Mba Alfina langsung)";;;;;;;;;0;0
43;;Pasar Minggu RW 09;Regional 2;DKI Jakarta;Jakarta;Nasrul;557;Tidak Terbit PO;;;;;;557,000,000;;20/11/2024;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;Y. DROP;"15/01/25 : High donasi
08/01/25 : Drop
20/12/24 : Warga minta after provider MyRepublik dulu kebangun di lokasinya. Baru ada pembahasan provider baru masuk lagi 
09/12/24 : Target Canvasing W50";;;;;;;;;0;0
44;;Perumahan Green Garden;Regional 2;DKI Jakarta;Jakarta;Nasrul;350;Belum Terbit PO;;;;;;350,000,000;;14/12/2024;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;B. Canvasing Done;"18/01/25 : Semua RW menolak yang mengizinkan hanya warga
08/01/25 : Plan revisit W3 Jan 
18/12/24 : Proposal dititipkan melalui security perumahan
14/12/24 : Pak RW sedang tidak ada ditempat dan untuk pertemuan berikutnya akan diinfokan oleh security Perumahan.
9/12/24 : Plan Canvasing : W50";;;;;;;;;0;0
45;;Perumahan Kembangan Baru;Regional 2;DKI Jakarta;Jakarta;Nasrul;300;Belum Terbit PO;;;;;;300,000,000;;28/12/2024;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;B. Canvasing Done;"20/01/25 : RW masih koordinasi dengan RT dan Warga, untuk meminta UG
15/01/25 : belum ada feedback
08/01/25 : Menunggu hasil keputusan internal RW, Follow up hasil musyawarah (Tim Permite ikut serta)
26/12/24 : Proposal diberikan kepada RT, dan akan dikoordinasikan kepada pengurus.
09/12/24 : Target Canvasing W50";;;;;;;;;0;0
46;;Pondok Indah RW 17;Regional 2;DKI Jakarta;Jakarta;Nasrul;250;Tidak Terbit PO;;;;;;250,000,000;;20/11/2024;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;Y. DROP;"15/01/25 : high donasi 100jt (dari 4 RT)
08/01/25 : Plan revisit W4 Jan (kirim undangan presentasi by Access)
02/01/25 : Menunggu jadwal dengan Mba Alfina
09/012/24 : Target pertemuan bersama Alfina dan Pengurus W50
03/12/24 : (Pihak RW ingin bertemu langung dengan Team FS)
20/11/24 : Underground // RW belum bisa ditemui";;;;;;;;;0;0
47;;Pondok Pinang RW 11;Regional 2;DKI Jakarta;Jakarta;Nasrul;845;Tidak Terbit PO;;;;;;845,000,000;;19/11/2024;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;Y. DROP;"15/0/1/25 : HIGH DONASI
12/12/24 : Pergantian Pak Lurah, Pak Lurah yg baru tidak mengizinkan tanam tiang // High Donasi 25 juta/cluster
03/12/24 : Target Canvasing W51
19/11/24 : High Kompensasi";;;;;;;;;0;0
48;;Rawa Barat RW 02;Regional 2;DKI Jakarta;Jakarta;Nasrul;232;Tidak Terbit PO;;;;;;232,000,000;;16/10/2024;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;Y. DROP;3/12/24 : High Donasi (2jt/ tiang);;;;;;;;;0;0
49;;Rempoa RW 10;Regional 2;DKI Jakarta;Jakarta;Nasrul;123;Tidak Terbit PO;;;;;;123,000,000;;20/11/2024;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;Y. DROP;"08/01/25 : Drop
03/12/24 : Pak RW belum bisa ditemui karena sakit
20/11/24: Plan Canvasing W48
16/11/24: Minta disurvey dulu";;;;;;;;;0;0
50;;SUNRISE GARDEN;Regional 2;DKI Jakarta;Jakarta;Nasrul;1000;Belum Terbit PO;;;;;;1,000,000,000;Indihome,Fm,My rep;03/12/2024;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;A. Data Pipeline;"08/01/25 : Plan revisit W4 Jan
02/01/25 : Belum bertemu dengan RW
26/12/24 : Plan Canvasing 27 Des 2024
9/12/24 : Plan Canvasing : W48";;;;;;;;;0;0
51;;Taman Ratu;Regional 2;DKI Jakarta;Jakarta;Nasrul;168;Belum Terbit PO;;;;;;168,000,000;;24/12/2024;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;B. Canvasing Done;"21/01/25 : RW susah ditemui sudah 2 kali kunjungan, RW pagi kerja malam tidak bisa
08/01/25 : Plan revisit W4 Jan
24/12/24 : RW sedang tidak ada dirumah, dan untuk pertemuan berikutnya akan diinfokan oleh security perumahan.";;;;;;;;;0;0
52;;Tegal Parang RW 04;Regional 2;DKI Jakarta;Jakarta;Nasrul;300;Tidak Terbit PO;;;;;;300,000,000;;;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;Y. DROP;"02/01/25 : High donasi 25-30 jt
26/12/24 : Plan Canvasing 28 Des 2024
9/12/24 : Plan Canvasing : W50
19/11/24: Menunggu pergantian RW, plan canvassing awal Desember ";;;;;;;;;0;0
53;;Kel. Keramat Pela RW. 3;Regional 2;DKI Jakarta;Jakarta;Nasrul;79;Belum Terbit PO;;;;;;79,000,000;;11/11/2024;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;B. Canvasing Done;"15/01/25 : no space akan di FU kembali
08/01/25 : Menunggu approval CBN
09/12/24 : email pengajuan adding cluster // waiting data profiling SSR
03/12/24 : Pihak RW menyetujui namun menunggu Free WiFi 
11/11/24 : Agak sulit penambahan tiang baru";;;;;;;;;0;0
54;;PERUMAHAN BUMI HARAPAN PERMAI;Regional 2;DKI Jakarta;Jakarta;Dimas;450;Belum Terbit PO;;;;;;450,000,000;;02/12/2024;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;B. Canvasing Done;"18/01/25 : Menunggu hasil pertemuan RT dan RW
08/01/24 : Plan revisit W4 Jan
10/01/25 : 18 Januari 2025 ada pertemuan antara Rw dan Lmk. Setelah pertemuan tsb akan segera dikabarkan hasilnya.
02/12/24 : Sesuai kontak yang di list, pihak yang ditemui adalah pihak LMK. Pihak LMK akan menampung terlebih dahulu proposal yang telah diberikan, kemudian akan di eskalasikan ke Ketua RW. Ketua RW tidak bisa ditemui karna harus membuat janji terlebih dahulu (Info security sekitar, Pihak RW adalah pensiunan Jasa Marga)";;;;;;;;;0;0
55;;PINE WOOD RESIDANCE;Regional 2;DKI Jakarta;Jakarta;Dimas;35;Tidak Terbit PO;;;;;;35,000,000;;02/12/2024;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;Y. DROP;"13/01/25 : Info Pihak Pengurus lewat komandan security, Rejected. Karna setelah di diskusikan ke warga, tidak berminat
11/01/25 : Info security yang lain, pic yang bisa menjembatani untuk bisa menemui pengurus perumahan hanya Pak Bowo.
Plan visit ketiga hari Senin untuk menemui Pak Bowo.usikan terlebih dahulu kepada developer dan pengurus lainnya. Akan diinfokan kembali hasilnya.
08/01/25 : Plan revisit W4 Jan
2/12/24 : Sesuai kontak yang di list, pihak yang ditemui adalah pihak security. Security akan menampung terlebih dahulu proposal yang telah diberikan, kemudian akan di eskalasikan ke pihak pengurus kawasan.";;;;;;;;;0;0
56;;VILLA CIBUBUR INDAH;Regional 2;DKI Jakarta;Jakarta;Dimas;300;Belum Terbit PO;;;;;;300,000,000;;03/12/2024;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;B. Canvasing Done;"18/01/25 : RT masih review proposal
11/0/1/25 : sudah di Follow Up by Japri. Pdf Proposal akan coba di share ke forum oleh salah satu pengurus
08/01/25 : Plan revisit W4 Jan
3/12/24 : Kontak yang ada di list adalah Pak Eka yg sebelumnya menjabat sebagai Ketua RT. Namun periode saat ini sudah tidak menjabat lagi sehingga saya diarahkan ke pihak terkait lainnya.
Yang ditemui saat canvasing adalah Pak Udin sebagai Staff RT. Info beliau untuk penanaman tiang sudah tidak bisa karna sudah tidak ada space. Kemudian sempat ditawarkan metode Underground. Infonya beliau belum bisa memutuskan sekarang, beliau akan koordinasikan terlebih dahulu ke Ketua RT periode yang baru.";;;;;;;;;0;0
57;;PERUMAHAN PALM KARTIKA;Regional 2;DKI Jakarta;Jakarta;Dimas;75;Tidak Terbit PO;;;;;;75,000,000;;02/12/2024;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;Y. DROP;3/12/24 : Pihak yang ditemui adalah Ketua RT. Info dari Pak RT menolak provider yang ingin masuk ke wilayah Perum Palm Kartika. Dikarnakan sudah ada program iuran bulanan untuk internet bersama di perum tersebut.;;;;;;;;;0;0
58;;PERUMAHAN SETU INDAH;Regional 2;DKI Jakarta;Jakarta;Dimas;450;Belum Terbit PO;;;;;;450,000,000;;26/12/2024;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;B. Canvasing Done;"11/01/25 : mengizinkan Fiberstar melakukan pembangunan di wilayahnya, namun tidak bisa dalam waktu dekat ini, karna vendor sebelumnya (My Republic) baru saja melakukan pembangunan disana. Estimasi diizinkan melakukan pembangunan lagi setelah lebaran.
08/01/25 : Plan revisit W4 Jan
26/12/24 : Sudah kunjungan tapi belum bertemu dengan RW baru bertemu dengan Staffnya dan menunggu hasil keputusan
12/01/24 : Plan Canvasing: W50";;;;;;;;;0;0
59;;PEMUKIMAN RW 08 MUNJUL;Regional 2;DKI Jakarta;Jakarta;Dimas;1500;Tidak Terbit PO;;;;;;1,500,000,000;Indihome, First Media, Oxygen;14/12/2024;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;Y. DROP;14/11/24 : Pihak RW meminta biaya kompensasi setelah negosiasi sebesar Rp. 750.000 / tiang yang mana sebelum negosiasi meminta sebesar Rp. 1.000.000 / tiang. Biaya tsb sudah termasuk keamanan.;;;;;;;;;0;0
60;;D'EAST RESIDANCE CONDET;Regional 2;DKI Jakarta;Jakarta;Dimas;75;Tidak Terbit PO;;;;;;75,000,000;;02/12/2024;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;Y. DROP;"08/01/25 : Drop by CBN
02/12/24 : Sesuai kontak yang di list, pihak yang ditemui adalah pihak security. Security akan menampung terlebih dahulu proposal yang telah diberikan, kemudian akan di eskalasikan ke pihak pengurus kawasan.";;;;;;;;;0;0
61;;PEMUKIMAN RW 06 CILANGKAP;Regional 2;DKI Jakarta;Jakarta;Dimas;1500;Tidak Terbit PO;;;;;;1,500,000,000;"Indihome, First Media, Oxygen
";14/11/2024;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;Y. DROP;14/11/24 : Pihak RW meminta biaya kompensasi setelah negosiasi sebesar Rp. 1.000.000 / tiang yang mana sebelum negosiasi meminta sebesar Rp. 1.500.000 / tiang. Biaya tsb sudah termasuk keamanan.;;;;;;;;;0;0
62;;APARTEMEN NUANSA CILANGKAP;Regional 2;DKI Jakarta;Jakarta;Dimas;800;Tidak Terbit PO;;;;;;800,000,000;;20/11/2024;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;Y. DROP;"08/01/25 : Akuisisi by CBN
02/01/25 : Plan Canvassing 9 Jan 2025
20/11/24: belum ketemu dengan develop target canvasing W48";;;;;;;;;0;0
63;;Kramat Pela RW 09;Regional 2;DKI Jakarta;Jakarta;Nasrul;230;Belum Terbit PO;;;;;;230,000,000;;15/11/2024;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;X. HOLD;"08/01/25 : Waiting Free WiFi MyRep & Waiting approval CBN // Share data Profilling to Pak Andi
15/11/24: Menunggu pemasangan Free Wi-Fi (MyRep)";;;;;;;;;0;0
64;;Kebayoran Lama Utara RW 10;Regional 2;DKI Jakarta;Jakarta;Nasrul;300;Belum Terbit PO;;;;;;300,000,000;;04/12/2024;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;X. HOLD;"08/01/25 : HOLD 
14/12/24 : Pihak Comehead ingin bertemu langsung dg Pihak FS berkaitan dg yg ingin disampaikan RW.
04/12/24 : Pak RW menyetujui pembangunan infrastruktur Fiber Star & mengizinkan SnD Kasar terlebih dahulu. Tapi mau visit langsung dengan FS";;;;;;;;;0;0
65;;Kebayoran Lama Utara RW 11;Regional 2;DKI Jakarta;Jakarta;Nasrul;99;Belum Terbit PO;;;;;;99,000,000;;04/12/2024;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;B. Canvasing Done;4/12/24 : Pak RW menyetujui pembangunan infrastruktur Fiber Star & mengizinkan SnD Kasar terlebih dahulu. Tapi mau visit langsung dengan FS;;;;;;;;;0;0
66;;Kebayoran Lama Utara RW 09;Regional 2;DKI Jakarta;Jakarta;Nasrul;99;Belum Terbit PO;;;;;;99,000,000;;04/12/2024;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;B. Canvasing Done;4/12/24 : Pak RW menyetujui pembangunan infrastruktur Fiber Star & mengizinkan SnD Kasar terlebih dahulu. Tapi mau visit langsung dengan FS;;;;;;;;;0;0
67;;Tomang City Garden;Regional 2;DKI Jakarta;Jakarta;Nasrul;99;Belum Terbit PO;;;;;;99000000;Indihome, FM, Biznet, ZTE, Asianet.;19/12/2024;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;B. Canvasing Done;"17/01/25 : belum bertemu dengan RW
08/01/25 : Plan revisit: 13 Jan 2025
19/12/24 : On site check cluster";;;;;;;;;0;0
68;;Bintaro RW 11;Regional 2;DKI Jakarta;Jakarta;Nasrul;99;Belum Terbit PO;;;;;;99000000;;19/12/2024;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;B. Canvasing Done;"21/01/25 : Hold karena masih impley provider sebelah
08/01/25 : Plan revisit W4 Jan (kirim undangan presentasi by Access)
26/12/24 : OGP BAK. sedang minta TTD RT
19/12/24 : On site check cluster";;;;;;;;;0;0
69;;Kebayoran Lama Utara RW 07;Regional 2;DKI Jakarta;Jakarta;Nasrul;400;Belum Terbit PO;;;;;;400000000;;20/11/2024;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;X. HOLD;"08/01/25 : HOLD 
03/12/24 : sudah di FU namun belum ada keputusan
20/11/24 : Sosialisasi dgn RW & Para RT, Menunggu Konfirmasi RW hasil perundingan dgn warga & para RT";;;;;;;;;0;0
70;;Perumahan Citra Garden 1;Regional 2;DKI Jakarta;Jakarta;Nasrul;240;Belum Terbit PO;;;;;;240000000;;20/11/2024;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;B. Canvasing Done;"21/01/25 : Target revisit 24 Jan 25
08/01/25 : Plan revisit W3 Jan 
20/11/24 : RW belum bisa ditemui
Profosal sudah diberikan melalui bapak anggota kepada pak Teddy Wibowo.";;;;;;;;;0;0
71;;Cipayung RW 07;Regional 2;DKI Jakarta;Jakarta;Dimas;160;Tidak Terbit PO;;;;;;160000000;;20/11/2024;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;Y. DROP;"08/0125 : DROP
02/01/24 : Plan Canvasing 9 Jan 2025
20/11/24: Target Canvasing W47 (21 November 2024)
14/11/24 : BAK Done, namun di HOLD oleh planning fiberstar
Surat izin survey dan BAK sudah di ttd + stempel. Namun benefit yang diperoleh pihak kawasan (Ketua Rw 07) sementara dikosongkan, karna pihak RW 07 ingin mendiskusikan terlebih dahulu ke setiap RT.";;;;;;;;;0;0
72;;Bidaracina RW 10 ;Regional 2;DKI Jakarta;Jakarta;Dimas;160;Belum Terbit PO;;;;;;160000000;;17/01/2025;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;B. Canvasing Done;"21/01/25 : Menunggu hasil keputusan kompensasi
20/01/25 : Kunjungan site RW 09 Bidaracina bersama Ketua LMK
18/01/25 : Titik² New Pole sudah di Pilox dan di input by Kmz. Selanjutnya akan dilakukan diskusi bersama Pak Rw dan seluruh RT yang jadwalnya akan segera diinfo oleh Pak Rw
17/01/25 : On proses survey tagging Tiang Baru site RW 10 Bidaracina
15/01/25 : Done surat izin survey, On proses survey titik Tiang Baru site RW 10 Bidaracina";;;;;;;;;0;0
73;;Bidaracina RW 09;Regional 2;DKI Jakarta;Jakarta;Dimas;;Belum Terbit PO;;;;;;;;18/01/2025;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;B. Canvasing Done;18/01/25 : SUBMITE PROPOSAL;;;;;;;;;;
74;;Batu Ampar RW 01;Regional 2;DKI Jakarta;Jakarta;Dimas;160;Belum Terbit PO;;;;;;160000000;;17/01/2025;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;B. Canvasing Done;"21/01/25 : Waiting approval CBN
17/01/25 : Surat Izin survey done, Jadwal Survey titik tiang baru akan dijadwalkan hari Senin, 20 Januari 2025.";;;;;;;;;0;0
75;;Meruya Selatan RW 01;Regional 2;DKI Jakarta;Jakarta;Nasrul;313;Belum Terbit PO;;;;;;313000000;;12/11/2024;DONE;DONE;OK;;313;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;X. HOLD;"10/01/25 : HOLD by FS, menunggu issue reda terkait donasi
02/01/25 : Menunggu keputusan dari Mba Alfina
27/12/24 : Reject High Donasi
26/12/24 : Plan Renego dengan RW karena di BAK kompensasi berdasarkan tiang bukan HP, jadi ada perubahan (Budget 5jt s/d 7jt)
2011/24: RW 01 & 02 1 juta/tiang waiting keputusan Alfina
6/11/24 : Menunggu hasil jumlah Tiang, Gambar & menunggu konfirmasi dari RW untuk  keputusan BAK.
29/11/24: BAK Done";;;;;;;;;0;0
76;;Al Maas 1;Regional 2;Jawa Barat;Bandung;Dena;125;Tidak Terbit PO;;;;;;;;19/10/2024;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;Y. DROP;sudah ada kontrak dgn telkom;;;;;;;;;0;0
77;;Al Maas 2;Regional 2;Jawa Barat;Bandung;Dena;500;Tidak Terbit PO;;;;;;;;19/10/2024;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;Y. DROP;sudah ada kontrak dgn telkom;;;;;;;;;0;0
